	"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
191.ОВ.1.2526	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 100 мм ТЕР-2001 64	2	0	2	шт	2,64
191.ОВ.1.2552	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	8	0	8	шт	1,82
191.ОВ.4.2609	Закладные детали отопления	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа ТЕРм-2001 64	2	0	2	шт	0,462
191.ОВ.4.2611	Закладные детали отопления	Бобышки, штуцеры на условное давление до 10 МПа 2+3-гр.4 ТЕРм-2001 64	5	0	5	шт	0,324
191.ОВ.4.2612	Закладные детали отопления	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 9+7-гр.4 ТЕРм-2001 64	16	0	16	шт	0,462
191.ОВ.7.2618	Оборудование	Установка грязевиков наружным диаметром патрубков до 57 мм ТЕР-2001 64	2	0	2	шт	1,54
191.ПС.2.2661	Кабельные проводки. ПС	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	7	0	7	шт	0,33
191.ПС.2.2662	Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	41	0	41	шт	0,324
191.ПС.2.2663	Кабельные проводки. ПС	Конструкции для установки приборов, масса до 3 кг ТЕРм-2001 64	8	0	8	шт	0,52
191.ПС.2.2667	Кабельные проводки. ПС	Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4 ТЕРм-2001 64	3	0	3	шт	4,56
191.ПС.3.2674	Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 40 кг ТЕРм-2001 64	11	0	11	шт	1,85
